id;country;type;data_categories;order_of_magnitude;size;timestamp;number_of_donors;order_of_magnitude_donors;sex;diagnosis_available;age_low;age_high;materials;storage_temperatures;national_node
bbmri-eric:ID:EU_BBMRI-ERIC:collection:CRC-Cohort;EU;SAMPLE;BIOLOGICAL_SAMPLES;4;61698;2025-04-22T09:15:09;11217;4;FEMALE,MALE;urn:miriam:icd:C20,urn:miriam:icd:C18.7,urn:miriam:icd:C18.6,urn:miriam:icd:C18.5,urn:miriam:icd:C18.4,urn:miriam:icd:C18.3,urn:miriam:icd:C18.2,urn:miriam:icd:C19,urn:miriam:icd:C18.1,urn:miriam:icd:C18.0;35;100;OTHER,TISSUE_PARAFFIN_EMBEDDED,TISSUE_FROZEN;;EU
